assimilate_colony_desc;Эта провинция слабо населена, и ее будет легко ассимилировать. Вы действительно хотите это сделать?;Cette province est peu peuplйe et il sera facile de l'assimiler dans notre nation. Voulez-vous le faire ?;Diese Provinz ist spдrlich besiedelt und kцnnte leicht in unser Reich assimiliert werden. Wollt Ihr dies tun?;;Esta provincia estб escasamente poblada y serб fбcil asimilarla en nuestra naciуn. їQuerйis hacer eso?;;;;;;;;;x;
NUMBER_OF_COLONISTS;колонистов;Colons;Kolonisten;;Colonos;;;;;;;;;x;
LESS_THAN;Нет;Infйrieur(e) а;Weniger als;;Menos que;;;;;;;;;x;
AT_LEAST;Есть;Supйrieur(e) а;Zumindest;;Como mнnimo;;;;;;;;;x;
NUMBER_OF_DIPLOMATS;дипломатов;Diplomates;Diplomaten;;Diplomбticos;;;;;;;;;x;
NUMBER_OF_SPIES;шпионов;Espions;Spione;;Espнas;;;;;;;;;x;
NUMBER_OF_MISSIONARIES;миссионеров;Missionnaires;Missionare;;Misioneros;;;;;;;;;x;
NUMBER_OF_MERCHANTS;купцов;Marchands;Hдndler;;Comerciantes;;;;;;;;;x;
DEFENSIVENESS;Защита крепости;Dйfense du fort;Festungsverteidigung;;Defensa de fortaleza;;;;;;;;;x;
PEACE_WILL_ACCEPT;Они примут это предложение.;Ils accepteraient cette offre.;Sie wьrden dieses Angebot annehmen.;;Ellos aceptarнan esta oferta.;;;;;;;;;x;
PEACE_WILL_NOT_ACCEPT;Они не примут это предложение.;Ils n'accepteraient pas cette offre.;Sie wьrden dieses Angebot nicht annehmen.;;Ellos no aceptarнan esta oferta.;;;;;;;;;x;
NO_WAR_ON_OTHER_VASSALS;Мы не можем объявить войну стране, находящейся в подчинении у другой державы.;Vous ne pouvez pas dйclarer la guerre au sujet d'un autre pays.;Ihr kцnnt den vasallen anderer Nationen nicht den Krieg erklдren.;;No le podйis declarar la guerra a un vasallo de otro paнs.;;;;;;;;;x;
defend_the_lowlands_title;Защитить Нидерланды;Dйfendre les Pays-Bas ;Verteidigt die unteren Niederlande;;Defender los Paнses Bajos ;;;;;;;;;x;
defend_the_lowlands_desc;Подлые испанцы собираются отнять нашу свободу, отвоеванную с таким трудом. Мы должны бороться с ними до конца.;Les Espagnols cherchent injustement а nous priver de notre libertй durement gagnйe. Nous devons leur rйsister. ;Die Spanier versuchen, uns unrechtmдЯig unsere hart erkдmpfte Freiheit wieder zu nehmen. Wir mьssen ihnen bis zum letzten Widerstand leisten.;;Los espaсoles tratan de arrebatarnos las libertades que tanto nos costaron ganar. Debemos oponerles resistencia hasta el final. ;;;;;;;;;x;
reconquer_breda_title;Взять Бреду;Capturer Breda;Erobert Breda;;Capturar Breda;;;;;;;;;x;
reconquer_breda_desc;Крепость Бреды подобна кинжалу, направленному в сердце Нидерландов. Пока она в руках испанцев, мы не можем быть в безопасности. Ее необходимо вернуть.;La forteresse de Breda se dresse tel un poignard acйrй au cњur des Pays-Bas. Tant qu'elle sera sous contrфle espagnol, nous serons menacйs et il nous faut la recapturer. ;Die Festung von Breda steht wie ein Dolch, der auf das Herz der Niederlande gerichtet ist. Solange sie unter spanischer Kontrolle ist werden wir nie sicher sein, sie muss erobert werden.;;La fortaleza de Breda sigue apuntando como una daga al corazуn de los Paнses Bajos. Mientras se encuentre en manos espaсolas, no estaremos seguros. Tenemos que reconquistarla. ;;;;;;;;;x;
the_netherlands_discover_the_carribean_title;Открыть Карибы;Dйcouvrir les Caraпbes;Entdeckt die Karibik;;Descubrir el Caribe;;;;;;;;;x;
the_netherlands_discover_the_carribean_desc;До нас дошли чудные слухи о богатейших землях Вест-Индии. Для процветания нашего народа мы должны найти их и застолбить за собой.;Nous avons eu vent de merveilleuses rumeurs faisant йtat des richesses des Antilles. Pour permettre au peuple hollandais de prospйrer, nous devons les trouver de maniиre а les revendiquer.;Wir haben wunderbare Gerьchte vom Reichtum Westindiens gehцrt. Um den Wohlstand der niederlдndischen Bevцlkerung sicherzustellen mьssen wir es entdeckten und unseren Anspruch durchsetzen.;;Nos han llegado rumores sobre las maravillosas riquezas de las Antillas Occidentales. Por la prosperidad del pueblo holandйs, tenemos que encontrarlas y hacer valer nuestro derecho.;;;;;;;;;x;
dutch_colony_in_the_carribean_title;Колонизировать Карибы;Coloniser les Caraпbes ;Entdeckt die Karibik;;Colonizar el Caribe ;;;;;;;;;x;
dutch_colony_in_the_carribean_desc;Острова Карибского бассейна таят в себе массу возможностей для господ, которые ради успеха готовы как следует поработать. Именно такими джентльменами мы и являемся.;Les оles des Caraпbes offrent de riches opportunitйs aux gentlemen prкts а les acquйrir et les exploiter. Et nous avons justement de tels gentlemen. ;Wir haben wunderbare Gerьchte vom Reichtum von Westindien gehцrt. Fьr den Wohlstand aller Niederlдnder mьssen wir es finden, um unseren Anspruch darauf zu bekrдftigen.;;Las islas del Caribe ofrecen oportunidades de riqueza para aquellos caballeros dispuestos a tomarlas y a trabajar para explotarlas. Nosotros tenemos, precisamente, ese tipo de caballeros. ;;;;;;;;;x;
the_netherlands_discover_north_america_title;Открыть Северную Америку;Dйcouvrir l'Amйrique du Nord;Entdeckt Nordamerika;;Descubrir Norteamйrica;;;;;;;;;x;
the_netherlands_discover_north_america_desc;До нас дошли слухи об обширных землях в северной части региона под названием Америки. Мы должны сами отправиться туда и узнать, насколько эти слухи правдивы.;Nous avons eu vent de vastes йtendues situйes au nord d'une rйgion que l'on appelle les Amйriques. Nous devons nous y rendre et voir si ces rumeurs se vйrifient. ;Wir haben Geschichten von weiten Lдndern im Norden einer Region, die Amerika genannt wird, gehцrt. Wir mьssen sehen ob diese Gerьchte wahr sind.;;Hemos oнdo hablar de vastos territorios en la parte norte de una regiуn llamada las Amйricas. Debemos ir allн y comprobar si los rumores son ciertos. ;;;;;;;;;x;
dutch_colony_in_north_america_title;Колонизировать Северную Америку;Coloniser l'Amйrique du Nord;Kolonisiert Nordamerika;;Colonizar Norteamйrica;;;;;;;;;x;
dutch_colony_in_north_america_desc;Обширные девственные земли Америки практически пусты. Наш долг - заселить их во имя Господа и во славу Голландии.;Les vastes йtendues vierges des Amйriques sont quasiment dйsertes. Il est de notre devoir de les peupler au nom de Dieu et pour la gloire de la Hollande.    ;Die riesigen, jungfrдulichen Lдnder der Amerikas sind beinahe leer. Es ist unsere Pflicht, sie im Namen Gottes und fьr die Ehre Hollands zu besiedeln.;;Los vastos territorios vнrgenes de las Amйricas estбn prбcticamente vacнos. Es nuestro deber poblarlos en nombre de Dios y por la gloria de Holanda. ;;;;;;;;;x;
dutch_colony_in_south_africa_title;Колонизировать Южную Африку;Coloniser l'Afrique du Sud ;Kolonisiert Sьdafrika;;Colonizar Sudamйrica ;;;;;;;;;x;
dutch_colony_in_south_africa_desc;Рассказы о значительных месторождениях золота, найденных в южных частях Африки, дошли до нашей столицы. Ради процветания Нидерландов мы должны закрепиться на этих землях и посмотреть, можно ли получить с них какую-нибудь выгоду.;Des rumeurs selon lesquelles l'Afrique du Sud abonderait d'or ont atteint notre capitale. Pour renforcer les Pays-Bas, il nous faut йtablir une base en Afrique du Sud et voir si nous pouvons nous en servir pour avoir notre part du gвteau.      ;Wir haben Gerьchte von riesigen Goldmengen gehцrt, die im sьdlichen Teil Afrikas gefunden werden kцnnen. Um die Niederlande stark zu machen, mьssen wir eine Basis in Sьdafrika errichten und uns unseren Anteil sichern.;;Las historias sobre la enorme cantidad de oro que se puede encontrar en la parte sur de las Amйricas han llegado hasta nuestra capital. Para que los Paнses Bajos sean fuertes, tenemos que establecer una base en Sudamйrica y comprobar si de ese modo podemos obtener nuestra parte. ;;;;;;;;;x;
dutch_colony_in_indonesia_title;Колонизировать Ост-Индию;Coloniser les Indes orientales ;Kolonisiert Ostindien;;Colonizar las Indias Orientales ;;;;;;;;;x;
dutch_colony_in_indonesia_desc;Ост-Индия является мировым центром производства пряностей. Великие богатства ожидают страну, которая сможет наладить активную торговлю с Ост-Индией.;Les Indes orientales sont au cњur de la production mondiale d'йpices et la fortune attend la nation qui dйveloppera le commerce des йpices. Des йpices а profusion !;Ostindien ist das Zentrum der Gewьrzproduktion der Welt, dort gibt es groЯe Reichtьmer fьr die Nation, die den Gewьrzhandel ausweitet. Das Spice muss flieЯen!;;Las Indias Orientales son el centro de la producciуn mundial de especias. Grandes riquezas aguardan allн a la naciуn que amplнe el comercio de especias. ЎQue corran las especias!;;;;;;;;;x;
dutch_colony_in_brazil_title;Колонизировать Гвиану;Coloniser la Guyane  ;Kolonisiert Guyana;;Colonizar las Guayanas ;;;;;;;;;x;
dutch_colony_in_brazil_desc;Земли Гвианы суровы и не прощают ошибок, однако используя наши преимущества и пользуясь расположением Господа, мы можем покорить эти территории во славу Голландии.;Les terres guyanaises sont particuliиrement hostiles, mais grвce а notre supйrioritй et а la volontй de Dieu, nous devrions pouvoir les apprivoiser pour la gloire des Pays-Bas.;Die Lдnder von Guyana sind rau und unnachgiebig, aber mit unserer Ьberlegenheit und dem Willen Gottes kцnnen wir sie fьr die Ehre der Niederlande zдhmen.;;Los territorios de las Guayanas son inhуspitos e implacables pero, valiйndonos de nuestra superioridad y con la voluntad de Dios, podemos domesticar esas tierras para gloria de los Paнses Bajos.;;;;;;;;;x;
the_netherlands_discover_australia_title;Открыть Австралию;Dйcouvrir l'Australie ;Entdeckt Australien;;Descubrir Australia ;;;;;;;;;x;
the_netherlands_discover_australia_desc;До нас дошли истории об обширном континенте к югу от Ост-Индии. Наши мореплаватели просят государственной поддержки в исследовании этих областей и присоединении их к Голландии.;Nous avons entendu parler d'un vaste contient situй au sud des Indes orientales. Nos navigateurs sollicitent le soutien du gouvernement pour leur permettre de dйcouvrir ces terres et de les revendiquer pour la Hollande. ;Wir haben von einem groЯen Kontinent sьdlich der ostindischen Inseln gehцrt. Unsere Navigatoren bitten um Regierungsunterstьtzung, um diese Lдnder zu entdecken und fьr Holland in Besitz zu nehmen.;;Hemos oнdo hablar de un gran continente al sur de las Indias Orientales. Nuestros navegantes solicitan el apoyo del gobierno para descubrir esas tierras y reclamarlas para Holanda. ;;;;;;;;;x;
